"OBJECTID","FID_Ont1_glider_surf","Var1","latval","lonval","directval","speedval","Date","FID_EFDC","GRIDNO","IJ_VALUE","I_Value","J_Value","BedElev","I_Parent","J_Parent","Area","Mask","WSElev","ZRough","Sim_Result","Sim_Dir","Map_Value","Dry_Flag","Grid_Label","I_J_index","sig_thick","Area_ha","Num_layers","Wat_depth","Compar_AOI","ComparZone","Lat","Long","JulianDate","Modeled_Velocity","Modeled_Direction"
78,140,"02-Jun-2018 19:23:26",43.3797,-77.87945,320,0.02,"6/2/2018 19:23:26",7108,4167,"(155,67)",155,67,-45.7228,0,0,0,0,0.192,0.001,5.283687,NA,5.283687,0,NA,"155-67",4.5915,51.4596620822,10,45.915,"yes"," ",43.3805307816,-77.8752429266,1527967406,0.0195829223137402,0.387779736055575
79,141,"02-Jun-2018 19:30:06",43.3797,-77.8794166666667,320,0.02,"6/2/2018 19:30:06",7108,4167,"(155,67)",155,67,-45.7228,0,0,0,0,0.192,0.001,5.283687,NA,5.283687,0,NA,"155-67",4.5915,51.4596620822,10,45.915,"yes"," ",43.3805307816,-77.8752429266,1527967806,0.0195829223137402,0.387779736055575
80,68,"28-May-2018 11:31:11",43.3801333333333,-78.6088,48,0.06,"5/28/2018 11:31:11",4142,3598,"(106,64)",106,64,-32.5818,0,0,0,0,0.192,0.001,5.787584,NA,5.787584,0,NA,"106-64",3.2774,14.1564489588,10,32.774,"yes","EighteenMile Zone",43.3816134242,-78.6031160389,1527507071,0.0287972649797005,356.75861115295
81,45,"27-May-2018 00:54:31",43.3806666666667,-78.8134,128,0.01,"5/27/2018 0:54:31",3245,5357,"(91,74)",91,74,-93.0998,0,0,0,0,0.192,0.001,4.945074,NA,4.945074,0,NA,"91-74",9.3292,147.945701995,10,93.292,"yes"," ",43.3853051689,-78.8152285547,1527382471,0.0169564940650407,342.684918593171
82,139,"02-Jun-2018 17:26:31",43.3848,-77.9041,315,0.02,"6/2/2018 17:26:31",6977,4165,"(153,67)",153,67,-47.4184,0,0,0,0,0.192,0.001,5.271369,NA,5.271369,0,NA,"153-67",4.761,50.6737354204,10,47.61,"yes","Hamline Beach Zone",43.3845160095,-77.9077472266,1527960391,0.0127176795420669,3.39173430841853
83,91,"30-May-2018 03:52:25",43.3867666666667,-78.4961833333333,122,0.07,"5/30/2018 3:52:25",4672,2753,"(115,59)",115,59,-24.2917,0,0,0,0,0.192,0.001,5.502304,NA,5.502304,0,NA,"115-59",2.4484,12.5897031516,10,24.484,"yes"," ",43.3864866247,-78.4923628421,1527652345,0.0238553661668464,175.901319792821
84,69,"28-May-2018 15:30:07",43.38745,-78.5460666666667,48,0.07,"5/28/2018 15:30:07",4379,3259,"(110,62)",110,62,-32.1765,0,0,0,0,0.192,0.001,5.616047,NA,5.616047,0,NA,"110-62",3.2368,12.5365320314,10,32.368,"yes"," ",43.3871370122,-78.5516647784,1527521407,0.0283108801104769,0.47356357164748
85,90,"30-May-2018 03:30:01",43.3877,-78.4969,121,0.03,"5/30/2018 3:30:01",4673,2923,"(115,60)",115,60,-26.7222,0,0,0,0,0.192,0.001,5.470517,NA,5.470517,0,NA,"115-60",2.6914,12.6417943753,10,26.914,"yes"," ",43.3877172415,-78.4924927284,1527651001,0.0178349318268507,173.250665162295
86,138,"02-Jun-2018 15:24:31",43.3893166666667,-77.9305666666667,315,0.02,"6/2/2018 15:24:31",6913,4339,"(152,68)",152,68,-50.5357,0,0,0,0,0.192,0.001,5.169679,NA,5.169679,0,NA,"152-68",5.0728,50.6224526425,10,50.728,"yes"," ",43.3897558826,-77.9237311646,1527953071,0.0191452138467678,8.02844974652305
87,129,"02-Jun-2018 00:27:01",43.3895,-78.13315,86,0.01,"6/2/2018 0:27:01",6115,2777,"(139,59)",139,59,-22.013,0,0,0,0,0.192,0.001,5.751586,NA,5.751586,0,NA,"139-59",2.2205,18.595276017,10,22.205,"yes"," ",43.3894818944,-78.1373656444,1527899221,0.00446703499877038,164.922652449421
88,184,"06-Jun-2018 01:52:01",43.3901666666667,-77.3993666666667,19,0.01,"6/6/2018 1:52:01",9711,5449,"(183,74)",183,74,-193.046,0,0,0,0,0.192,0.001,4.645824,NA,4.645824,0,NA,"183-74",19.3238,220.350444521,10,193.238,"yes"," ",43.3857828109,-77.3942352711,1528249921,0.00420762222583628,107.416185805407
89,162,"04-Jun-2018 11:37:56",43.3913666666667,-77.8658,129,0.01,"6/4/2018 11:37:56",7111,4694,"(155,70)",155,70,-56.8564,0,0,0,0,0.192,0.001,5.081402,NA,5.081402,0,NA,"155-70",5.7048,51.6153048677,10,57.048,"yes"," ",43.3909298554,-77.8740673406,1528112276,0.0483563290179828,1.26073756846306
90,70,"28-May-2018 17:28:10",43.3920666666667,-78.5155333333333,48,0.07,"5/28/2018 17:28:10",4557,3605,"(113,64)",113,64,-37.3125,0,0,0,0,0.192,0.001,5.599003,NA,5.599003,0,NA,"113-64",3.7505,12.1763955953,10,37.505,"yes"," ",43.3924460875,-78.5161882657,1527528490,0.0404913933547668,2.52071956045367
91,137,"02-Jun-2018 13:21:55",43.3930333333333,-77.958,314,0.02,"6/2/2018 13:21:55",6786,4337,"(150,68)",150,68,-49.515,0,0,0,0,0.192,0.001,5.236259,NA,5.236259,0,NA,"150-68",4.9707,49.8539570564,10,49.707,"yes"," ",43.3931082235,-77.9565258867,1527945715,0.0224821454613552,358.5176948482
92,89,"30-May-2018 02:37:06",43.3950166666667,-78.4974666666667,120,0.03,"5/30/2018 2:37:06",4679,3953,"(115,66)",115,66,-39.6471,0,0,0,0,0.192,0.001,5.585325,NA,5.585325,0,NA,"115-66",3.9839,12.9543417168,10,39.839,"yes"," ",43.3951009248,-78.4932721308,1527647826,0.0257363534568742,10.7449622511795
93,131,"02-Jun-2018 01:20:26",43.3953166666667,-78.1298333333333,55,0.02,"6/2/2018 1:20:26",6119,3459,"(139,63)",139,63,-35.6081,0,0,0,0,0.192,0.001,5.662379,NA,5.662379,0,NA,"139-63",3.58,18.6234458821,10,35.8,"yes"," ",43.3945092411,-78.1372732385,1527902426,0.000704689845636715,99.3248933522398
94,11,"24-May-2018 03:43:56",43.3953333333333,-79.1277833333333,91,0.1,"5/24/2018 3:43:56",1935,6739,"(69,81)",69,81,-112.219,0,0,0,0,0.192,0.001,4.785207,NA,4.785207,0,NA,"69-81",11.2411,144.281680651,10,112.411,"yes"," ",43.4004693427,-79.1279441279,1527133436,0.0170525982549054,320.505961361196
95,130,"02-Jun-2018 01:16:26",43.3955166666667,-78.1304,55,0.02,"6/2/2018 1:16:26",6120,3631,"(139,64)",139,64,-38.5395,0,0,0,0,0.192,0.001,5.728642,NA,5.728642,0,NA,"139-64",3.8732,18.6304883481,10,38.732,"yes"," ",43.3957660769,-78.1372501312,1527902186,0.00420765968987418,9.80346440194316
96,136,"02-Jun-2018 11:22:06",43.3958833333333,-77.9861,324,0.04,"6/2/2018 11:22:06",6668,4335,"(148,68)",148,68,-47.9508,0,0,0,0,0.192,0.001,5.298074,NA,5.298074,0,NA,"148-68",4.8143,48.9362979433,10,48.143,"yes"," ",43.3961416932,-77.9893112876,1527938526,0.0248006051999496,357.065879392557
97,71,"28-May-2018 18:43:15",43.39645,-78.4979,49,0.07,"5/28/2018 18:43:15",4680,4127,"(115,67)",115,67,-43.4924,0,0,0,0,0.192,0.001,5.483071,NA,5.483071,0,NA,"115-67",4.3684,32.6137533953,10,43.684,"yes"," ",43.397256654,-78.4934997147,1527532995,0.050582537360035,4.10709580964657
98,30,"25-May-2018 22:42:25",43.39665,-78.82625,52,0.08,"5/25/2018 22:42:25",3246,5549,"(91,75)",91,75,-102.734,0,0,0,0,0.192,0.001,4.751614,NA,4.751614,0,NA,"91-75",10.2926,148.237328665,10,102.926,"yes"," ",43.3962856465,-78.8200501253,1527288145,0.0177768239908389,351.483334599131
99,135,"02-Jun-2018 10:17:36",43.3971833333333,-78.0000666666667,315,0.05,"6/2/2018 10:17:36",6606,4334,"(147,68)",147,68,-46.8558,0,0,0,0,0.192,0.001,5.312457,NA,5.312457,0,NA,"147-68",4.7048,48.8420125317,10,47.048,"yes"," ",43.397188072,-78.0056691584,1527934656,0.028969894738529,357.525667295318
100,132,"02-Jun-2018 05:23:16",43.3972,-78.0680666666667,79,0.02,"6/2/2018 5:23:16",6365,4155,"(143,67)",143,67,-45.619,0,0,0,0,0.192,0.001,5.405551,NA,5.405551,0,NA,"143-67",4.5811,47.0724184275,10,45.811,"yes"," ",43.398243061,-78.0713251757,1527916996,0.0202238476201503,357.823670932849
101,92,"30-May-2018 05:02:30",43.3973833333333,-78.4992,28,0.02,"5/30/2018 5:02:30",4680,4127,"(115,67)",115,67,-43.4924,0,0,0,0,0.192,0.001,5.483071,NA,5.483071,0,NA,"115-67",4.3684,32.6137533953,10,43.684,"yes"," ",43.397256654,-78.4934997147,1527656550,0.0269442157475875,6.92960653961242
102,133,"02-Jun-2018 07:25:57",43.3974166666667,-78.0404666666667,77,0.04,"6/2/2018 7:25:57",6485,4157,"(145,67)",145,67,-41.1651,0,0,0,0,0.192,0.001,5.421676,NA,5.421676,0,NA,"145-67",4.1357,48.5690769195,10,41.357,"yes"," ",43.3959838979,-78.0385807808,1527924357,0.0231782813937679,357.985707547038
103,15,"24-May-2018 15:39:15",43.3977166666667,-79.1478,91,0.04,"5/24/2018 15:39:15",1878,6738,"(68,81)",68,81,-109.911,0,0,0,0,0.192,0.001,4.809837,NA,4.809837,0,NA,"68-81",11.0103,145.5369101,10,110.103,"yes"," ",43.397032689,-79.1406414671,1527176355,0.0131524681682313,303.678903179523
104,93,"30-May-2018 05:35:16",43.3979,-78.4932166666667,302,0.03,"5/30/2018 5:35:16",4680,4127,"(115,67)",115,67,-43.4924,0,0,0,0,0.192,0.001,5.483071,NA,5.483071,0,NA,"115-67",4.3684,32.6137533953,10,43.684,"yes"," ",43.397256654,-78.4934997147,1527658516,0.0269442157475875,6.92960653961242
105,134,"02-Jun-2018 09:25:11",43.3980833333333,-78.0108666666667,73,0.06,"6/2/2018 9:25:11",6606,4334,"(147,68)",147,68,-46.8558,0,0,0,0,0.192,0.001,5.312457,NA,5.312457,0,NA,"147-68",4.7048,48.8420125317,10,47.048,"yes"," ",43.397188072,-78.0056691584,1527931511,0.028969894738529,357.525667295318
106,128,"01-Jun-2018 22:56:45",43.3996833333333,-78.13305,131,0.02,"6/1/2018 22:56:45",6123,4151,"(139,67)",139,67,-48.0432,0,0,0,0,0.192,0.001,5.412776,NA,5.412776,0,NA,"139-67",4.8235,46.6422439914,10,48.235,"yes"," ",43.4004794265,-78.1371634525,1527893805,0.0124562615403053,1.18520631437955
107,142,"02-Jun-2018 21:36:13",43.3999,-77.8683666666667,334,0.02,"6/2/2018 21:36:13",7113,5050,"(155,72)",155,72,-71.7624,0,0,0,0,0.192,0.001,4.929169,NA,4.929169,0,NA,"155-72",7.1954,103.593776235,10,71.954,"yes","Offshore zone",43.403062971,-77.8726950611,1527975373,0.0277701889800037,350.837703754065
108,94,"30-May-2018 07:36:23",43.4003,-78.4673333333333,334,0.03,"5/30/2018 7:36:23",4802,4304,"(117,68)",117,68,-48.1429,0,0,0,0,0.192,0.001,5.448268,NA,5.448268,0,NA,"117-68",4.8335,38.5654660561,10,48.335,"yes","Offshore zone",43.4010930308,-78.4693584002,1527665783,0.0306522726886256,1.68737562509161
109,44,"26-May-2018 22:53:40",43.4005,-78.8186833333333,256,0.01,"5/26/2018 22:53:40",3246,5549,"(91,75)",91,75,-102.734,0,0,0,0,0.192,0.001,4.751614,NA,4.751614,0,NA,"91-75",10.2926,148.237328665,10,102.926,"yes"," ",43.3962856465,-78.8200501253,1527375220,0.00954403745934328,330.891329464036
110,95,"30-May-2018 09:33:21",43.4009166666667,-78.4420833333333,341,0.03,"5/30/2018 9:33:21",4919,4306,"(119,68)",119,68,-46.894,0,0,0,0,0.192,0.001,5.431993,NA,5.431993,0,NA,"119-68",4.7086,37.9827141873,10,47.086,"yes","Offshore zone",43.4023487882,-78.4425347927,1527672801,0.0272259340664931,3.41429933665847
