"﻿FID_n2018L","Var1","currlats","currlons","directval","speedval","FID_EFDC","GRIDNO","IJ_VALUE","I_Value","J_Value","BedElev","I_Parent","J_Parent","Area","Mask","WSElev","ZRough","Sim_Result","Sim_Dir","Map_Value","Dry_Flag","Grid_Label","I_J_index","sig_thick","Area_ha","Num_layers","Wat_depth","Compar_AOI","ComparZone","Lat","Long","JulianDate","Modeled_Velocity","Modeled_Direction"
206,"12-Aug-2018 08:14:54",43.4813333333,-77.4405666667,202,0.03,9419,6850,"(180,81)",180,81,-181.138,0,0,0,0,0.192,0.001,4.693708,NA,4.693708,0,NA,"180-81",18.133,208.70548824,10,181.33,"yes","",43.486516621,-77.4360850608,1534061694,0.00705016055268527,239.142747470292
58,"31-Jul-2018 20:57:44",43.4814166667,-78.7632666667,268,0.04,3614,6767,"(97,81)",97,81,-145.679,0,0,0,0,0.192,0.001,4.745184,NA,4.745184,0,NA,"97-81",14.5871,159.9855429,10,145.871,"yes","Offshore zone",43.4828249613,-78.7655218429,1533070664,0.028231665082922,172.403300284672
141,"07-Aug-2018 04:03:12",43.4826666667,-77.98535,40,0.02,6677,5997,"(148,77)",148,77,-147.463,0,0,0,0,0.192,0.001,4.668478,NA,4.668478,0,NA,"148-77",14.7655,203.098550731,10,147.655,"yes","Offshore zone",43.4760480504,-77.983331085,1533614592,0.00441407458846256,283.012761951398
84,"02-Aug-2018 19:32:54",43.4838333333,-78.5031333333,40,0.01,4691,6164,"(115,78)",115,78,-165.239,0,0,0,0,0.192,0.001,4.698286,NA,4.698286,0,NA,"115-78",16.5431,147.939333702,10,165.431,"yes","Offshore zone",43.483651916,-78.5062341642,1533238374,0.00295382074422949,260.844121157979
115,"05-Aug-2018 02:09:15",43.4841833333,-78.1774166667,32,0.01,6015,5986,"(137,77)",137,77,-153.841,0,0,0,0,0.192,0.001,4.650456,NA,4.650456,0,NA,"137-77",15.4033,196.502356161,10,154.033,"yes","Offshore zone",43.4819607506,-78.1694719911,1533434955,0.0134955055166894,353.324313198648
195,"11-Aug-2018 08:20:46",43.4841833333,-77.3783666667,47,0.06,9718,6853,"(183,81)",183,81,-192.85,0,0,0,0,0.192,0.001,4.709641,NA,4.709641,0,NA,"183-81",19.3042,208.522363154,10,193.042,"yes","",43.4833733243,-77.385958602,1533975646,0.00394107508046312,311.456657332616
123,"05-Aug-2018 20:05:00",43.4842166667,-78.17905,109,0.03,5955,5985,"(136,77)",136,77,-154.972,0,0,0,0,0.192,0.001,4.628633,NA,4.628633,0,NA,"136-77",15.5164,195.353804095,10,155.164,"yes","Offshore zone",43.4820737784,-78.186376694,1533499500,0.0129793614857776,8.72647693246224
63,"01-Aug-2018 05:02:38",43.4846333333,-78.7614833333,115,0.06,3614,6767,"(97,81)",97,81,-145.679,0,0,0,0,0.192,0.001,4.745184,NA,4.745184,0,NA,"97-81",14.5871,159.9855429,10,145.871,"yes","Offshore zone",43.4828249613,-78.7655218429,1533099758,0.0224517830036137,173.260473155489
172,"09-Aug-2018 15:49:27",43.4975666667,-77.4393833333,161,0.04,9420,7068,"(180,82)",180,82,-178.633,0,0,0,0,0.192,0.001,4.683865,NA,4.683865,0,NA,"180-82",17.8825,207.716351927,10,178.825,"yes","",43.5002329252,-77.4345400898,1533829767,0.00728821478223979,216.06046559725
91,"03-Aug-2018 07:39:14",43.4983333333,-78.5039333333,100,0.03,4692,6367,"(115,79)",115,79,-169.821,0,0,0,0,0.192,0.001,4.640319,NA,4.640319,0,NA,"115-79",17.0013,149.640315006,10,170.013,"yes","Offshore zone",43.495447593,-78.5082979492,1533281954,0.00266871438812273,304.31710932112
59,"31-Jul-2018 22:57:41",43.5007166667,-78.7671833333,272,0.03,3615,6985,"(97,82)",97,82,-148.854,0,0,0,0,0.192,0.001,4.796551,NA,4.796551,0,NA,"97-82",14.9046,161.178447391,10,149.046,"yes","Offshore zone",43.4947071849,-78.7698955998,1533077861,0.0201849124128135,178.666540077563
171,"09-Aug-2018 14:30:51",43.50105,-77.4399166667,132,0.02,9420,7068,"(180,82)",180,82,-178.633,0,0,0,0,0.192,0.001,4.683865,NA,4.683865,0,NA,"180-82",17.8825,207.716351927,10,178.825,"yes","",43.5002329252,-77.4345400898,1533825051,0.00705490579251067,217.606563142854
122,"05-Aug-2018 18:13:45",43.5026333333,-78.1799666667,112,0.02,5957,6388,"(136,79)",136,79,-172.327,0,0,0,0,0.192,0.001,4.661931,NA,4.661931,0,NA,"136-79",17.2519,196.811601471,10,172.519,"yes","Offshore zone",43.5078053328,-78.1863898578,1533492825,0.00858995380230392,8.97920021304009
170,"09-Aug-2018 13:07:06",43.5029666667,-77.4571333333,118,0.03,9315,7067,"(179,82)",179,82,-173.49,0,0,0,0,0.192,0.001,4.707742,NA,4.707742,0,NA,"179-82",17.3682,207.304802725,10,173.682,"yes","",43.5013164245,-77.4512507681,1533820026,0.0059746161911254,223.304127148589
196,"11-Aug-2018 10:16:27",43.5038333333,-77.3892666667,41,0.06,9719,7071,"(183,82)",183,82,-188.78,0,0,0,0,0.192,0.001,4.629632,NA,4.629632,0,NA,"183-82",18.8972,207.369890182,10,188.972,"yes","",43.4971727307,-77.3846663535,1533982587,0.00566232108613562,263.00501491051
142,"07-Aug-2018 06:10:32",43.5043166667,-77.9852833333,17,0.01,6679,6400,"(148,79)",148,79,-167.745,0,0,0,0,0.192,0.001,4.635896,NA,4.635896,0,NA,"148-79",16.7937,205.006352943,10,167.937,"yes","Offshore zone",43.5026593467,-77.9813904575,1533622232,0.00435263365553546,337.655037555041
62,"01-Aug-2018 03:01:46",43.5052,-78.7693333333,97,0.03,3616,7209,"(97,83)",97,83,-149.283,0,0,0,0,0.192,0.001,4.72203,NA,4.72203,0,NA,"97-83",14.9475,162.371351881,10,149.475,"yes","Offshore zone",43.5065892561,-78.7742709851,1533092506,0.0102642910659897,201.663358831014
116,"05-Aug-2018 04:08:58",43.5053166667,-78.1769166667,38,0.01,6017,6389,"(137,79)",137,79,-170.839,0,0,0,0,0.192,0.001,4.644062,NA,4.644062,0,NA,"137-79",17.1031,198.208023755,10,171.031,"yes","Offshore zone",43.507780852,-78.1693412452,1533442138,0.0100970987599852,357.648354043049
85,"02-Aug-2018 21:38:43",43.5059666667,-78.5051166667,44,0.03,4693,6574,"(115,80)",115,80,-170.855,0,0,0,0,0.192,0.001,4.731972,NA,4.731972,0,NA,"115-80",17.1047,151.341296308,10,171.047,"yes","Offshore zone",43.507243233,-78.5103624356,1533245923,0.00480675009273446,339.004386190826
169,"09-Aug-2018 11:07:24",43.5115833333,-77.48425,82,0.04,9107,7289,"(177,83)",177,83,-167.565,0,0,0,0,0.192,0.001,4.789906,NA,4.789906,0,NA,"177-83",16.7757,205.492568008,10,167.757,"yes","",43.5170965018,-77.4829100395,1533812844,0.00170102348584594,60.3976230108133
168,"09-Aug-2018 09:03:02",43.5186833333,-77.51365,69,0.03,8888,7287,"(175,83)",175,83,-169.904,0,0,0,0,0.192,0.001,4.815881,NA,4.815881,0,NA,"175-83",17.0096,205.346130868,10,170.096,"yes","",43.5192966799,-77.5162933555,1533805382,0.0045649933915702,56.0863811396168
61,"01-Aug-2018 01:31:59",43.5198666667,-78.7732833333,111,0.04,3617,7437,"(97,84)",97,84,-148.887,0,0,0,0,0.192,0.001,4.815742,NA,4.815742,0,NA,"97-84",14.9079,163.564256371,10,149.079,"yes","Offshore zone",43.5184711747,-78.7786480003,1533087119,0.00835700391889955,229.333054433608
90,"03-Aug-2018 05:33:49",43.5199833333,-78.5070333333,104,0.04,4694,6785,"(115,81)",115,81,-168.111,0,0,0,0,0.192,0.001,4.664577,NA,4.664577,0,NA,"115-81",16.8303,157.842458961,10,168.303,"yes","Offshore zone",43.5192232597,-78.5125207085,1533274429,0.00594708551349761,349.379516195315
60,"01-Aug-2018 00:57:19",43.5201333333,-78.77015,112,0.02,3678,7438,"(98,84)",98,84,-151.461,0,0,0,0,0.192,0.001,4.822515,NA,4.822515,0,NA,"98-84",15.1653,163.620778407,10,151.653,"yes","Offshore zone",43.5212645092,-78.7643522169,1533085039,0.00871209507119737,254.291725858861
205,"12-Aug-2018 04:18:58",43.5222166667,-77.4404166667,349,0,9422,7520,"(180,84)",180,84,-175.559,0,0,0,0,0.192,0.001,4.691375,NA,4.691375,0,NA,"180-84",17.5751,205.7380793,10,175.751,"yes","",43.5276653172,-77.4314474375,1534047538,0.0049496875936497,260.018627722409
121,"05-Aug-2018 16:06:29",43.5241833333,-78.1805833333,121,0.03,5958,6595,"(136,80)",136,80,-175.437,0,0,0,0,0.192,0.001,4.638659,NA,4.638659,0,NA,"136-80",17.5629,197.540500159,10,175.629,"yes","Offshore zone",43.5206710717,-78.1863962318,1533485189,0.0085900261574524,359.749776804171
143,"07-Aug-2018 08:15:12",43.5253833333,-77.9849166667,290,0.01,6681,6818,"(148,81)",148,81,-173.921,0,0,0,0,0.192,0.001,4.602432,NA,4.602432,0,NA,"148-81",17.4113,212.582328742,10,174.113,"yes","",43.5294506531,-77.9794184094,1533629712,0.000643668516077958,176.629727202847
86,"02-Aug-2018 23:33:07",43.5257333333,-78.5081333333,59,0.03,4694,6785,"(115,81)",115,81,-168.111,0,0,0,0,0.192,0.001,4.664577,NA,4.664577,0,NA,"115-81",16.8303,157.842458961,10,168.303,"yes","Offshore zone",43.5192232597,-78.5125207085,1533252787,0.00623165751281469,346.000216006688
117,"05-Aug-2018 06:10:01",43.5264,-78.1769833333,54,0.01,6018,6596,"(137,80)",137,80,-174.878,0,0,0,0,0.192,0.001,4.61307,NA,4.61307,0,NA,"137-80",17.507,199.060857552,10,175.07,"yes","Offshore zone",43.5206908631,-78.1692756155,1533449401,0.00941360844105512,356.073025046374
167,"09-Aug-2018 06:59:07",43.5265833333,-77.5408666667,52,0.05,8666,7285,"(173,83)",173,83,-171.028,0,0,0,0,0.192,0.001,4.8829,NA,4.8829,0,NA,"173-83",17.122,204.132875101,10,171.22,"yes","",43.521524247,-77.5497157721,1533797947,0.00495906105190721,72.9869105760128
166,"09-Aug-2018 04:58:31",43.53345,-77.567,37,0.04,8558,7512,"(172,84)",172,84,-175.769,0,0,0,0,0.192,0.001,4.920106,NA,4.920106,0,NA,"172-84",17.5961,202.63418625,10,175.961,"yes","",43.5360934596,-77.5643532988,1533790711,0.00309070407546227,146.641040884721
165,"09-Aug-2018 03:10:08",43.5391666667,-77.5883833333,25,0.04,8449,7511,"(171,84)",171,84,-176.574,0,0,0,0,0.192,0.001,4.652179,NA,4.652179,0,NA,"171-84",17.6766,201.524743457,10,176.766,"yes","",43.5372638851,-77.5810075251,1533784208,0.00220649077815376,193.653368358071
89,"03-Aug-2018 03:39:24",43.5393833333,-78.5104333333,117,0.04,4696,7227,"(115,83)",115,83,-172.395,0,0,0,0,0.192,0.001,4.735156,NA,4.735156,0,NA,"115-83",17.2587,160.734876979,10,172.587,"yes","",43.5435589846,-78.5170217688,1533267564,0.0113494879310598,350.985979607546
197,"11-Aug-2018 14:13:21",43.5418666667,-77.4090166667,76,0.04,9525,7752,"(181,85)",181,85,-176.243,0,0,0,0,0.192,0.001,4.696141,NA,4.696141,0,NA,"181-85",17.6435,202.278395271,10,176.435,"yes","",43.5403857341,-77.4134126456,1533996801,0.00587088310728275,274.542766871548
204,"12-Aug-2018 02:20:06",43.5420333333,-77.4400166667,320,0.01,9318,7750,"(179,85)",179,85,-172.327,0,0,0,0,0.192,0.001,4.721308,NA,4.721308,0,NA,"179-85",17.2519,203.517760047,10,172.519,"yes","",43.5423361434,-77.4463335465,1534040406,0.00222031355640919,290.735539520015
144,"07-Aug-2018 10:08:40",43.5438,-77.9856333333,279,0.03,6682,7036,"(148,82)",148,82,-171.795,0,0,0,0,0.192,0.001,4.817744,NA,4.817744,0,NA,"148-82",17.1987,213.700037185,10,171.987,"yes","",43.5431147261,-77.97838755,1533636520,0.00302734552470488,161.020251532237
87,"03-Aug-2018 01:24:30",43.5442,-78.5113333333,59,0.02,4696,7227,"(115,83)",115,83,-172.395,0,0,0,0,0.192,0.001,4.735156,NA,4.735156,0,NA,"115-83",17.2587,160.734876979,10,172.587,"yes","",43.5435589846,-78.5170217688,1533259470,0.0114829161575922,349.849525299777
150,"07-Aug-2018 20:15:57",43.54595,-77.97765,206,0.01,6682,7036,"(148,82)",148,82,-171.795,0,0,0,0,0.192,0.001,4.817744,NA,4.817744,0,NA,"148-82",17.1987,213.700037185,10,171.987,"yes","",43.5431147261,-77.97838755,1533672957,0.00309530172837028,161.743374018453
164,"09-Aug-2018 01:01:51",43.54645,-77.6143666667,25,0.03,8238,7740,"(169,85)",169,85,-175.184,0,0,0,0,0.192,0.001,4.718133,NA,4.718133,0,NA,"169-85",17.5376,196.48499673,10,175.376,"yes","",43.5526850331,-77.6121530289,1533776511,0.00567143953196703,192.662209483553
118,"05-Aug-2018 08:11:10",43.5470833333,-78.1767166667,77,0.03,6020,7025,"(137,82)",137,82,-184.846,0,0,0,0,0.192,0.001,4.679145,NA,4.679145,0,NA,"137-82",18.5038,204.454347817,10,185.038,"yes","",43.5468483082,-78.1692488805,1533456670,0.0108719024712637,355.971333916124
88,"03-Aug-2018 02:33:56",43.55,-78.51325,94,0.02,4696,7227,"(115,83)",115,83,-172.395,0,0,0,0,0.192,0.001,4.735156,NA,4.735156,0,NA,"115-83",17.2587,160.734876979,10,172.587,"yes","",43.5435589846,-78.5170217688,1533263636,0.0114829161575922,349.849525299777
151,"07-Aug-2018 22:26:53",43.55025,-77.9509333333,324,0.02,6801,7262,"(150,83)",150,83,-166.863,0,0,0,0,0.192,0.001,4.641022,NA,4.641022,0,NA,"150-83",16.7055,214.919218576,10,167.055,"yes","",43.5547699144,-77.9425855028,1533680813,0.00465670438840148,138.6826099032
152,"08-Aug-2018 00:38:36",43.5528333333,-77.9253166667,330,0.02,6864,7263,"(151,83)",151,83,-169.21,0,0,0,0,0.192,0.001,4.811729,NA,4.811729,0,NA,"151-83",16.9402,215.220820677,10,169.402,"yes","",43.5536619828,-77.9252209644,1533688716,0.00440200534303621,155.976252423159
163,"08-Aug-2018 23:07:33",43.5536833333,-77.6373333333,34,0.03,8132,7739,"(168,85)",168,85,-174.672,0,0,0,0,0.192,0.001,4.693554,NA,4.693554,0,NA,"168-85",17.4864,204.22361673,10,174.864,"yes","",43.5539503033,-77.6290965922,1533769653,0.00371409115770563,199.009867185149
153,"08-Aug-2018 02:40:58",43.5548333333,-77.89845,328,0.02,6993,7265,"(153,83)",153,83,-169.763,0,0,0,0,0.192,0.001,4.729585,NA,4.729585,0,NA,"153-83",16.9955,214.618670732,10,169.955,"yes","",43.5512718992,-77.890556667,1533696058,0.00306251652509671,160.871789732416
154,"08-Aug-2018 04:38:41",43.5570666667,-77.8718,352,0.01,7059,7494,"(154,84)",154,84,-170.923,0,0,0,0,0.192,0.001,4.655532,NA,4.655532,0,NA,"154-84",17.1115,215.535210492,10,171.115,"yes","",43.563548783,-77.8717586885,1533703121,0.000969156871936862,352.481626346575
155,"08-Aug-2018 06:39:18",43.5589166667,-77.8442666667,27,0,7191,7496,"(156,84)",156,84,-166.802,0,0,0,0,0.192,0.001,4.676834,NA,4.676834,0,NA,"156-84",16.6994,215.557147902,10,166.994,"yes","",43.5606349306,-77.8371256941,1533710358,0.00128807273235258,52.1728063143207
162,"08-Aug-2018 21:03:36",43.5605666667,-77.6639833333,21,0.03,7927,7737,"(166,85)",166,85,-174.176,0,0,0,0,0.192,0.001,4.734284,NA,4.734284,0,NA,"166-85",17.4368,206.949214823,10,174.368,"yes","",43.5568331606,-77.6635521433,1533762216,0.00114187125875989,319.81993473127
198,"11-Aug-2018 16:13:34",43.5606833333,-77.4198833333,62,0.02,9424,7982,"(180,86)",180,86,-174.349,0,0,0,0,0.192,0.001,4.727843,NA,4.727843,0,NA,"180-86",17.4541,203.055925142,10,174.541,"yes","",43.5549924957,-77.4281578325,1534004014,0.0036715667151769,299.984147241645
203,"12-Aug-2018 00:20:07",43.56175,-77.4401,269,0.01,9319,7981,"(179,86)",179,86,-172.207,0,0,0,0,0.192,0.001,4.707932,NA,4.707932,0,NA,"179-86",17.2399,202.680445243,10,172.399,"yes","",43.555952815,-77.4445949269,1534033207,0.00152322092070482,324.277164097744
156,"08-Aug-2018 08:37:44",43.5622,-77.8174166667,18,0.02,7256,7497,"(157,84)",157,84,-169.699,0,0,0,0,0.192,0.001,4.85282,NA,4.85282,0,NA,"157-84",16.9891,214.005323886,10,169.891,"yes","",43.5590490288,-77.8198847061,1533717464,0.00315131169470153,61.2278342527378
120,"05-Aug-2018 12:10:05",43.56275,-78.1807333333,112,0.02,5961,7248,"(136,83)",136,83,-188.432,0,0,0,0,0.192,0.001,4.736198,NA,4.736198,0,NA,"136-83",18.8624,202.933473111,10,188.624,"yes","",43.5597438446,-78.1866132902,1533471005,0.00955078230188796,355.431648551677
157,"08-Aug-2018 10:38:32",43.56365,-77.7898833333,29,0.01,7391,7730,"(159,85)",159,85,-150.993,0,0,0,0,0.192,0.001,4.648478,NA,4.648478,0,NA,"159-85",15.1185,216.939781902,10,151.185,"yes","",43.5693440742,-77.7835823926,1533724712,0.00491475540378745,167.48520305163
158,"08-Aug-2018 12:34:56",43.5644833333,-77.7660833333,225,0.01,7459,7731,"(160,85)",160,85,-152.365,0,0,0,0,0.192,0.001,4.821017,NA,4.821017,0,NA,"160-85",15.2557,216.051240887,10,152.557,"yes","",43.5675797295,-77.7663577436,1533731696,0.00437429503390041,110.248742510946
145,"07-Aug-2018 12:16:11",43.5648666667,-77.98385,279,0.02,6684,7488,"(148,84)",148,84,-179.509,0,0,0,0,0.192,0.001,4.728962,NA,4.728962,0,NA,"148-84",17.9701,215.935454071,10,179.701,"yes","",43.5704427192,-77.9763239192,1533644171,0.00407163666746727,157.351881421513
161,"08-Aug-2018 18:54:28",43.5656,-77.6886166667,17,0.03,7744,7735,"(164,85)",164,85,-173.491,0,0,0,0,0.192,0.001,4.789928,NA,4.789928,0,NA,"164-85",17.3683,209.00259934,10,173.683,"yes","",43.5599571898,-77.6979398842,1533754468,0.00341352122939398,351.093801830901
159,"08-Aug-2018 14:26:12",43.5663833333,-77.7430166667,291,0.01,7529,7732,"(161,85)",161,85,-159.764,0,0,0,0,0.192,0.001,4.691284,NA,4.691284,0,NA,"161-85",15.9956,213.512481272,10,159.956,"yes","",43.5657350548,-77.7492048837,1533738372,0.00101726582631839,119.137089819344
149,"07-Aug-2018 18:10:35",43.5677666667,-77.9733333333,114,0.02,6684,7488,"(148,84)",148,84,-179.509,0,0,0,0,0.192,0.001,4.728962,NA,4.728962,0,NA,"148-84",17.9701,215.935454071,10,179.701,"yes","",43.5704427192,-77.9763239192,1533665435,0.00438461560275403,158.535404237127
160,"08-Aug-2018 16:42:12",43.57005,-77.7151666667,321,0.02,7670,7965,"(163,86)",163,86,-166.53,0,0,0,0,0.192,0.001,4.831897,NA,4.831897,0,NA,"163-86",16.6722,210.965446368,10,166.722,"yes","",43.5753516789,-77.7128549638,1533746532,0.00158941842278559,10.1478156868377
119,"05-Aug-2018 11:09:55",43.5726833333,-78.1803,74,0.03,5962,7476,"(136,84)",136,84,-184.913,0,0,0,0,0.192,0.001,4.697049,NA,4.697049,0,NA,"136-84",18.5105,203.771500369,10,185.105,"yes","",43.5727995096,-78.1867005229,1533467395,0.0072575855074557,349.650850400412
199,"11-Aug-2018 18:13:28",43.5794833333,-77.4296,67,0.03,9426,8445,"(180,88)",180,88,-162.637,0,0,0,0,0.192,0.001,4.772852,NA,4.772852,0,NA,"180-88",16.2829,201.381295538,10,162.829,"yes","",43.5822832467,-77.4247997403,1534011208,0.0031232226659329,340.884633893905
146,"07-Aug-2018 14:10:11",43.5801,-77.98325,293,0.02,6685,7719,"(148,85)",148,85,-180.869,0,0,0,0,0.192,0.001,4.672844,NA,4.672844,0,NA,"148-85",18.1061,223.916503727,10,181.061,"yes","",43.5843194338,-77.9752501958,1533651011,0.00386086284705228,154.27003616391
202,"11-Aug-2018 22:12:37",43.5828333333,-77.4388833333,266,0.01,9321,8444,"(179,88)",179,88,-161.924,0,0,0,0,0.192,0.001,4.785502,NA,4.785502,0,NA,"179-88",16.2116,201.00581564,10,162.116,"yes","",43.5831859183,-77.4411147376,1534025557,0.00334911093997351,7.71714083804007
148,"07-Aug-2018 16:07:01",43.5881666667,-77.9825166667,228,0.11,6685,7719,"(148,85)",148,85,-180.869,0,0,0,0,0.192,0.001,4.672844,NA,4.672844,0,NA,"148-85",18.1061,223.916503727,10,181.061,"yes","",43.5843194338,-77.9752501958,1533658021,0.00374836255799531,152.803246054759
147,"07-Aug-2018 15:47:58",43.5908166667,-77.98295,227,0.01,6685,7719,"(148,85)",148,85,-180.869,0,0,0,0,0.192,0.001,4.672844,NA,4.672844,0,NA,"148-85",18.1061,223.916503727,10,181.061,"yes","",43.5843194338,-77.9752501958,1533656878,0.00374836255799531,152.803246054759
201,"11-Aug-2018 20:35:58",43.5985,-77.4404666667,272,0.07,9322,8679,"(179,89)",179,89,-152.685,0,0,0,0,0.192,0.001,4.841982,NA,4.841982,0,NA,"179-89",15.2877,200.398928195,10,152.877,"yes","",43.5968030446,-77.4392741935,1534019758,0.00499333576696886,7.68751043630645
200,"11-Aug-2018 20:14:31",43.5988,-77.4396166667,80,0.03,9322,8679,"(179,89)",179,89,-152.685,0,0,0,0,0.192,0.001,4.841982,NA,4.841982,0,NA,"179-89",15.2877,200.398928195,10,152.877,"yes","",43.5968030446,-77.4392741935,1534018471,0.00499333576696886,7.68751043630645
